Model,Language,Mode,Trait,SenID,Error,Correction
Qwen,sp,Implicit,SelfConfident,10,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,12,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,13,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,14,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,15,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,15,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,16,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,17,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,18,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,19,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,20,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,21,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,21,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,22,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,23,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,25,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,26,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,28,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,29,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,30,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,30,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,31,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,32,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,33,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,35,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,36,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,37,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,38,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,38,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,39,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,40,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,41,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,42,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,42,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,43,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,44,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,45,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,46,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,47,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,48,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,51,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,51,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,52,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,53,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,54,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,55,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,56,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,57,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,58,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,58,impreso,-
Qwen,sp,Implicit,SelfConfident,59,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,60,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,60,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,61,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,62,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,64,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,65,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,65,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,66,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,67,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,68,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,69,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,70,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,71,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,72,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,72,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,73,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,73,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,74,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,76,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,77,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,79,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,79,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,80,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,81,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,83,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,84,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,85,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,86,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,87,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,87,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,88,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,89,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,90,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,91,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,92,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,93,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,94,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,95,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,97,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,98,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,99,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,100,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,101,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,101,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,102,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,102,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,103,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,104,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,105,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,106,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,107,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,109,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,110,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,111,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,112,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,113,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,115,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,116,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,117,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,118,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,119,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,120,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,121,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,121,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,122,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,122,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,123,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,124,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,125,aplmado,aplomado
Qwen,sp,Implicit,SelfConfident,126,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,127,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,128,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,129,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,130,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,131,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,132,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,134,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,135,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,136,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,137,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,137,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,138,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,139,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,140,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,142,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,143,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,144,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,144,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,145,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,145,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,146,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,147,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,148,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,149,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,150,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,151,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,151,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,152,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,153,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,154,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,155,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,156,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,157,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,160,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,161,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,161,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,162,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,163,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,164,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,165,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,165,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,166,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,166,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,167,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,167,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,168,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,169,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,170,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,171,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,172,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,173,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,174,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,175,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,176,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,177,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,178,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,179,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,180,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,181,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,182,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,183,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,186,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,187,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,188,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,189,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,190,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,190,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,191,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,192,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,194,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,195,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,196,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,196,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,197,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,198,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,198,énérgico,enérgico
Qwen,sp,Implicit,SelfConfident,199,apломado,aplomado
Qwen,sp,Implicit,SelfConfident,200,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,1,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,2,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,2,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,3,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,3,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,4,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,5,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,5,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,6,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,7,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,8,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,9,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,10,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,11,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,11,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,12,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,12,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,13,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,14,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,14,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,15,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,16,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,17,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,18,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,19,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,20,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,21,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,22,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,23,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,24,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,24,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,25,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,25,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,26,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,27,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,28,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,29,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,31,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,33,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,34,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,35,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,35,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,36,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,37,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,38,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,39,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,40,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,40,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,41,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,42,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,43,énérgico,enérgico
Qwen,sp,Explicit,SelfConfident,43,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,44,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,45,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,46,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,47,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,48,apломado,aplomado
Qwen,sp,Explicit,SelfConfident,50,apломado,aplomado
Qwen,sp,Implicit,Trustworthy,1,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,2,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,3,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,4,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,5,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,6,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,7,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,8,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,9,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,10,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,11,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,12,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,13,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,14,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,15,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,16,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,17,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,18,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,19,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,20,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,21,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,22,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,23,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,24,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,25,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,26,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,27,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,28,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,29,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,30,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,31,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,32,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,33,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,34,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,35,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,36,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,37,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,38,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,39,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,40,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,41,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,42,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,43,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,44,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,45,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,46,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,47,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,48,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,49,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,50,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,51,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,52,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,53,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,54,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,55,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,56,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,57,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,58,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,59,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,60,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,61,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,62,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,63,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,64,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,65,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,66,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,67,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,68,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,69,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,70,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,71,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,72,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,73,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,74,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,75,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,76,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,77,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,78,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,79,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,80,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,81,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,82,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,83,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,84,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,85,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,86,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,87,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,88,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,89,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,90,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,91,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,92,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,93,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,94,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,95,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,96,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,97,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,98,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,99,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,100,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,101,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,102,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,103,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,104,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,105,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,106,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,107,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,108,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,109,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,110,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,111,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,112,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,113,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,114,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,115,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,116,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,117,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,118,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,119,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,120,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,121,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,122,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,123,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,124,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,126,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,127,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,128,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,129,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,130,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,131,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,132,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,133,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,134,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,135,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,136,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,137,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,138,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,139,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,140,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,141,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,142,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,143,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,144,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,145,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,146,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,147,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,148,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,149,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,150,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,151,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,152,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,153,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,154,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,155,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,156,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,157,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,158,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,159,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,160,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,161,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,162,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,163,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,164,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,165,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,166,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,167,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,168,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,169,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,170,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,171,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,172,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,173,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,174,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,175,dehonrado,deshonrado
Qwen,sp,Implicit,Trustworthy,176,dehonrado,deshonrado
